"Taxon_Id","Kingdom","Class","Family","Scientific_name","Common_name","Taxon_author","NCA_status","EPBC_status","Significant","Endemicity"
10930,"plants","higher dicots","Goodeniaceae","Scaevola ovalifolia",,"R.Br.","C",,,"U"
13525,"plants","higher dicots","Goodeniaceae","Scaevola parvibarbata",,"Carolin","C",,,"U"
7800,"plants","higher dicots","Goodeniaceae","Scaevola parvifolia subsp. parvifolia",,"F.Muell. ex Benth.","C",,,"U"
16231,"plants","higher dicots","Goodeniaceae","Scaevola ramosissima","purple fan flower","(Sm.) K.Krause","C",,,"U"
7799,"plants","higher dicots","Goodeniaceae","Scaevola revoluta var. revoluta",,"R.Br.","C",,,"U"
6698,"plants","higher dicots","Goodeniaceae","Scaevola sp. (Mt Ernest S.T.Blake 4333)",,,"C",,,"U"
6132,"plants","higher dicots","Goodeniaceae","Scaevola sp. (Mt Isa P.L.Harris 699)",,,"C",,,"U"
16233,"plants","higher dicots","Goodeniaceae","Scaevola spinescens","prickly fan flower","R.Br.","C",,,"U"
9188,"plants","higher dicots","Goodeniaceae","Scaevola taccada","Cardwell cabbage","(Gaertn.) Roxb.","C",,,"U"
10904,"plants","higher dicots","Goodeniaceae","Velleia connata",,"F.Muell.","C",,,"U"
13509,"plants","higher dicots","Goodeniaceae","Velleia glabrata",,"Carolin","C",,,"U"
10905,"plants","higher dicots","Goodeniaceae","Velleia lyrata",,"R.Br.","C",,,"QA"
15945,"plants","higher dicots","Goodeniaceae","Velleia macrocalyx",,"de Vriese","C",,,"U"
11360,"plants","higher dicots","Goodeniaceae","Velleia paradoxa","spur velleia","R.Br.","C",,,"U"
15946,"plants","higher dicots","Goodeniaceae","Velleia pubescens",,"R.Br.","C",,,"U"
15947,"plants","higher dicots","Goodeniaceae","Velleia spathulata","wild pansies","R.Br.","C",,,"U"
8981,"plants","ferns","Grammitidaceae","Calymmodon luerssenianus",,"(Domin) Copel.","C",,,"U"
12073,"plants","ferns","Grammitidaceae","Ctenopteris blechnoides",,"(Grev.) W.H.Wagner & Grether","V","V","Y","QI"
17544,"plants","ferns","Grammitidaceae","Ctenopteris gordonii",,"S.B.Andrews","C",,,"U"
13957,"plants","ferns","Grammitidaceae","Ctenopteris walleri",,"(Maiden & Betche) S.B.Andrews","V","V","Y","U"
17069,"plants","ferns","Grammitidaceae","Grammitis albosetosa",,"(F.M.Bailey) Parris","V",,"Y","Q"
21841,"plants","ferns","Grammitidaceae","Grammitis leonardii",,"Parris","V",,"Y","Q"
17072,"plants","ferns","Grammitidaceae","Grammitis queenslandica",,"Parris","C",,,"U"
17073,"plants","ferns","Grammitidaceae","Grammitis reinwardtii",,"Blume","V","V","Y","U"
17074,"plants","ferns","Grammitidaceae","Grammitis stenophylla",,"Parris","C",,,"U"
17075,"plants","ferns","Grammitidaceae","Grammitis wurunuran",,"Parris","C",,,"U"
34720,"plants","ferns","Grammitidaceae","Notogrammitis billardierei",,"(Willd.) Parris","C",,,"U"
8962,"plants","ferns","Grammitidaceae","Prosaptia contigua",,"(G.Forst.) C.Presl","C",,,"U"
6224,"plants","ferns","Grammitidaceae","Prosaptia fuscopilosa",,"(F.Muell. & Baker) Parris","C",,,"U"
6225,"plants","ferns","Grammitidaceae","Prosaptia maidenii",,"(Watts) Parris","C",,,"U"
16227,"plants","ferns","Grammitidaceae","Scleroglossum wooroonooran",,"(F.M.Bailey) C.Chr.","C",,,"U"
34683,"plants","mosses","Grimmiaceae","Bucklandiella emersa",,"(Muell.Hal.) Bednarek-Ochyra & Ochyra","C",,,"U"
24743,"plants","mosses","Grimmiaceae","Grimmia laevigata",,"(Brid.) Brid.","C",,,"U"
24745,"plants","mosses","Grimmiaceae","Grimmia pulvinata var. africana",,"(Hedw.) Hook.f. & Wilson","C",,,"QAI"
26518,"plants","mosses","Grimmiaceae","Grimmia reflexidens",,"Muell.Hal.","C",,,"U"
24746,"plants","mosses","Grimmiaceae","Grimmia trichophylla",,"Grev.","C",,,"QAI"
24913,"plants","mosses","Grimmiaceae","Racomitrium crispulum",,"(Hook.f. & Wilson) Hook.f. & Wilson","C",,,"QAI"
24942,"plants","mosses","Grimmiaceae","Schistidium apocarpum",,"(Hedw.) Bruch & Schimp.","C",,,"QAI"
14714,"plants","higher dicots","Gyrostemonaceae","Codonocarpus attenuatus",,"(Hook.) H.Walter","C",,,"U"
12175,"plants","higher dicots","Gyrostemonaceae","Codonocarpus cotinifolius",,"(Desf.) F.Muell.","C",,,"U"
30717,"plants","higher dicots","Gyrostemonaceae","Gyrostemon osmus",,"Halford","E",,"Y","Q"
12153,"plants","higher dicots","Gyrostemonaceae","Gyrostemon ramulosus",,"Desf.","C",,,"QA"
29501,"plants","higher dicots","Gyrostemonaceae","Gyrostemon tepperi",,"(F.Muell. ex H.Walter) A.S.George","C",,,"QA"
16999,"plants","monocots","Haemodoraceae","Haemodorum austroqueenslandicum",,"Domin","C",,,"U"
12155,"plants","monocots","Haemodoraceae","Haemodorum brevicaule",,"F.Muell.","C",,,"U"
17000,"plants","monocots","Haemodoraceae","Haemodorum coccineum",,"R.Br.","C",,,"U"
17001,"plants","monocots","Haemodoraceae","Haemodorum planifolium",,"R.Br.","C",,,"U"
12154,"plants","monocots","Haemodoraceae","Haemodorum tenuifolium",,"A.Cunn. ex Benth.","C",,,"U"
17052,"plants","higher dicots","Haloragaceae","Gonocarpus acanthocarpus",,"(Brongn.) Orchard","C",,,"U"
12148,"plants","higher dicots","Haloragaceae","Gonocarpus chinensis subsp. chinensis",,"(Lour.) Orchard","C",,,"U"
17053,"plants","higher dicots","Haloragaceae","Gonocarpus chinensis subsp. verrucosus",,"(Maiden & Betche) Orchard","C",,,"U"
9450,"plants","higher dicots","Haloragaceae","Gonocarpus effusus",,"Orchard","V",,"Y","Q"
12388,"plants","higher dicots","Haloragaceae","Gonocarpus elatus",,"(A.Cunn. ex Fenzl) Orchard","C",,,"U"
29782,"plants","higher dicots","Haloragaceae","Gonocarpus hirtus",,"Orchard","V",,"Y","Q"
12149,"plants","higher dicots","Haloragaceae","Gonocarpus humilis",,"Orchard","C",,,"U"
12150,"plants","higher dicots","Haloragaceae","Gonocarpus leptothecus",,"(F.Muell.) Orchard","C",,,"U"
11729,"plants","higher dicots","Haloragaceae","Gonocarpus longifolius",,"(Schindl.) Orchard","C",,,"U"
13921,"plants","higher dicots","Haloragaceae","Gonocarpus micranthus subsp. micranthus",,"Thunb.","C",,,"U"
17054,"plants","higher dicots","Haloragaceae","Gonocarpus micranthus subsp. ramosissimus",,"Orchard","C",,,"U"
12151,"plants","higher dicots","Haloragaceae","Gonocarpus oreophilus",,"Orchard","C",,,"U"
6865,"plants","higher dicots","Haloragaceae","Gonocarpus sp. (Thornton Peak L.J.Brass+ 249)",,,"C",,,"Q"
17055,"plants","higher dicots","Haloragaceae","Gonocarpus tetragynus",,"Labill.","C",,,"U"
17056,"plants","higher dicots","Haloragaceae","Gonocarpus teucrioides",,"DC.","C",,,"U"
10696,"plants","higher dicots","Haloragaceae","Gonocarpus urceolatus",,"Orchard","C",,,"U"
17016,"plants","higher dicots","Haloragaceae","Haloragis aspera","raspweed","Lindl.","C",,,"U"
12163,"plants","higher dicots","Haloragaceae","Haloragis exalata subsp. velutina",,"Orchard","V","V","Y","U"
12156,"plants","higher dicots","Haloragaceae","Haloragis glauca forma glauca",,"Lindl.","C",,,"U"
12157,"plants","higher dicots","Haloragaceae","Haloragis glauca forma sclopetifera",,"(F.Muell.) Orchard","C",,,"U"
12161,"plants","higher dicots","Haloragaceae","Haloragis gossei",,"F.Muell.","C",,,"U"
17017,"plants","higher dicots","Haloragaceae","Haloragis heterophylla","rough raspweed","Brongn.","C",,,"U"
12159,"plants","higher dicots","Haloragaceae","Haloragis odontocarpa forma octoforma",,"Orchard","C",,,"Q"
12160,"plants","higher dicots","Haloragaceae","Haloragis odontocarpa forma pterocarpa",,"Orchard","C",,,"QA"
12158,"plants","higher dicots","Haloragaceae","Haloragis odontocarpa forma rugosa",,"Orchard","C",,,"U"
12162,"plants","higher dicots","Haloragaceae","Haloragis serra",,"Brongn.","C",,,"QA"
9820,"plants","higher dicots","Haloragaceae","Haloragis stricta",,"R.Br. ex Benth.","C",,,"U"
12137,"plants","higher dicots","Haloragaceae","Myriophyllum aquaticum","Brazilian water milfoil","(Vell.) Verdc.",,,,"IU"
27450,"plants","higher dicots","Haloragaceae","Myriophyllum artesium",,"Halford & Fensham","E",,"Y","Q"
8544,"plants","higher dicots","Haloragaceae","Myriophyllum coronatum",,"Meijden","V","V","Y","U"
16606,"plants","higher dicots","Haloragaceae","Myriophyllum crispatum",,"Orchard","C",,,"U"
16607,"plants","higher dicots","Haloragaceae","Myriophyllum dicoccum",,"F.Muell.","C",,,"U"
11694,"plants","higher dicots","Haloragaceae","Myriophyllum filiforme",,"Benth.","C",,,"U"
13834,"plants","higher dicots","Haloragaceae","Myriophyllum gracile var. gracile",,"Benth.","C",,,"U"
9770,"plants","higher dicots","Haloragaceae","Myriophyllum gracile var. laeve",,"Orchard","C",,,"Q"
8873,"plants","higher dicots","Haloragaceae","Myriophyllum gracile var. lineare",,"Orchard","C",,,"U"
11413,"plants","higher dicots","Haloragaceae","Myriophyllum implicatum",,"Orchard","C",,,"U"
33877,"plants","higher dicots","Haloragaceae","Myriophyllum jacobsii",,"M.L.Moody","C",,,"U"
12136,"plants","higher dicots","Haloragaceae","Myriophyllum latifolium",,"F.Muell.","C",,,"QA"
10631,"plants","higher dicots","Haloragaceae","Myriophyllum muricatum",,"Orchard","C",,,"U"
8874,"plants","higher dicots","Haloragaceae","Myriophyllum papillosum","common water-milfoil","Orchard","C",,,"QA"
10864,"plants","higher dicots","Haloragaceae","Myriophyllum simulans",,"Orchard","C",,,"U"
10997,"plants","higher dicots","Haloragaceae","Myriophyllum striatum",,"Orchard","C",,,"U"
9771,"plants","higher dicots","Haloragaceae","Myriophyllum variifolium",,"Hook.f.","C",,,"U"
16608,"plants","higher dicots","Haloragaceae","Myriophyllum verrucosum","water milfoil","Lindl.","C",,,"U"
12138,"plants","higher dicots","Hamamelidaceae","Neostrearia fleckeri",,"L.S.Sm.","NT",,"Y","Q"
9467,"plants","higher dicots","Hamamelidaceae","Noahdendron nicholasii",,"P.K.Endress, B.Hyland & Tracey","E",,"Y","Q"
16555,"plants","higher dicots","Hamamelidaceae","Ostrearia australiana","hard pink alder","Baill.","C",,,"U"
12164,"plants","monocots","Hanguanaceae","Hanguana malayana",,"(Jack) Merr.","C",,,"U"
24750,"plants","mosses","Hedwigiaceae","Hedwigia ciliata",,"(Hedw.) P.Beauv.","C",,,"U"
24725,"plants","mosses","Hedwigiaceae","Hedwigidium integrifolium",,"(P.Beauv.) Dixon","C",,,"QA"
31910,"plants","monocots","Heliconiaceae","Heliconia psittacorum",,"L.f.",,,,"IU"
12630,"plants","higher dicots","Helicteraceae","Helicteres angustifolia",,"L.","C",,,"U"
34818,"plants","higher dicots","Helicteraceae","Helicteres cana subsp. cana",,"(Schott & Endl.) Benth.","C",,,"U"
12574,"plants","higher dicots","Helicteraceae","Helicteres isora",,"L.","C",,,"U"
12573,"plants","higher dicots","Helicteraceae","Helicteres semiglabra",,"(F.Muell.) F.Muell. ex F.M.Bailey","C",,,"U"
5772,"plants","higher dicots","Helicteraceae","Helicteres sp. (Bulimba Station P.I.Forster PIF14740)",,,"C",,,"U"
5771,"plants","higher dicots","Helicteraceae","Helicteres sp. (Heathlands R.W.Johnson 5134)",,,"C",,,"U"
5773,"plants","higher dicots","Helicteraceae","Helicteres sp. (Normanby River J.R.Clarkson+ 7697)",,,"C",,,"U"
17461,"plants","monocots","Hemerocallidaceae","Dianella atraxis",,"R.J.F.Hend.","C",,,"U"
11712,"plants","monocots","Hemerocallidaceae","Dianella bambusifolia",,"Hallier f.","C",,,"U"
13239,"plants","monocots","Hemerocallidaceae","Dianella brevipedunculata",,"R.J.F.Hend.","C",,,"U"
9369,"plants","monocots","Hemerocallidaceae","Dianella brevipedunculata x D.revoluta var. revoluta",,"R.J.F.Hend.","C",,,"Q"
6815,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. (Theresa Creek W.G.Trapnell 269)",,,"C",,,"U"
9810,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. aquilonia",,"R.J.F.Hend.","C",,,"Q"
10722,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. assera",,"R.J.F.Hend.","C",,,"U"
11711,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. caerulea",,"Sims","C",,,"U"
10280,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. petasmatodes",,"R.J.F.Hend.","C",,,"U"
13238,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. producta",,"R.J.F.Hend.","C",,,"U"
17462,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. protensa",,"R.J.F.Hend.","C",,,"U"
17463,"plants","monocots","Hemerocallidaceae","Dianella caerulea var. vannata",,"R.J.F.Hend.","C",,,"U"
9370,"plants","monocots","Hemerocallidaceae","Dianella caerulea x D.congesta",,"Sims","C",,,"Q"
17465,"plants","monocots","Hemerocallidaceae","Dianella congesta",,"R.Br.","C",,,"U"
17466,"plants","monocots","Hemerocallidaceae","Dianella crinoides",,"R.J.F.Hend.","C",,,"QA"
9619,"plants","monocots","Hemerocallidaceae","Dianella fruticans",,"R.J.F.Hend.","C",,,"U"
12617,"plants","monocots","Hemerocallidaceae","Dianella incollata",,"R.J.F.Hend.","NT",,"Y","Q"
12842,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. fragrans",,"R.J.F.Hend.","C",,,"Q"
11458,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. grandis",,"R.J.F.Hend.","C",,,"U"
17467,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. longifolia",,"R.Br.","C",,,"U"
11459,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. stenophylla",,"Domin","C",,,"U"
12986,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. stupata",,"R.J.F.Hend.","C",,,"U"
17468,"plants","monocots","Hemerocallidaceae","Dianella longifolia var. surculosa",,"R.J.F.Hend.","C",,,"QA"
17469,"plants","monocots","Hemerocallidaceae","Dianella nervosa",,"R.J.F.Hend.","C",,,"U"
13380,"plants","monocots","Hemerocallidaceae","Dianella odorata",,"Blume","C",,,"U"
17470,"plants","monocots","Hemerocallidaceae","Dianella pavopennacea var. major",,"R.J.F.Hend.","C",,,"U"
14647,"plants","monocots","Hemerocallidaceae","Dianella pavopennacea var. pavopennacea",,"R.J.F.Hend.","C",,,"U"
9757,"plants","monocots","Hemerocallidaceae","Dianella pavopennacea var. robusta",,"R.J.F.Hend.","C",,,"Q"
6305,"plants","monocots","Hemerocallidaceae","Dianella porracea",,"(R.J.F.Hend.) P.F.Horsfall & G.W.Carr","C",,,"U"
12843,"plants","monocots","Hemerocallidaceae","Dianella rara",,"R.Br.","C",,,"U"
9368,"plants","monocots","Hemerocallidaceae","Dianella revoluta var. minor",,"R.J.F.Hend.","C",,,"Q"
14593,"plants","monocots","Hemerocallidaceae","Dianella revoluta var. revoluta",,"R.Br.","C",,,"U"
11460,"plants","monocots","Hemerocallidaceae","Dianella revoluta var. tenuis",,"R.J.F.Hend.","C",,,"Q"
11063,"plants","monocots","Hemerocallidaceae","Dianella revoluta var. vinosa",,"R.J.F.Hend.","C",,,"QA"
9371,"plants","monocots","Hemerocallidaceae","Dianella revoluta x D. unknown",,"R.Br.","C",,,"U"
35385,"plants","monocots","Hemerocallidaceae","Dianella sp. (Barrington Tops R.Coveny+ 5898)",,,"C",,,"U"
15350,"plants","monocots","Hemerocallidaceae","Geitonoplesium cymosum","scrambling lily","(R.Br.) A.Cunn. ex Hook.","C",,,"U"
13411,"plants","monocots","Hemerocallidaceae","Stypandra glauca","nodding blue lily","R.Br.","C",,,"U"
13500,"plants","monocots","Hemerocallidaceae","Thelionema caespitosum","tufted blue lily","(R.Br.) R.J.F.Hend.","C",,,"U"
16040,"plants","monocots","Hemerocallidaceae","Thelionema grande",,"(C.T.White) R.J.F.Hend.","C",,,"U"
29523,"plants","liverworts","Herbertaceae","Herbertus longifissus",,"Steph.","C",,,"Q"
34571,"plants","liverworts","Herbertaceae","Herbertus oldfieldianus",,"(Steph.) Rodway","C",,,"Q"
8394,"plants","lower dicots","Hernandiaceae","Gyrocarpus americanus subsp. americanus",,"Jacq.","C",,,"QAI"
6606,"plants","lower dicots","Hernandiaceae","Gyrocarpus americanus subsp. sphenopterus",,"(R.Br.) Kubitzki","C",,,"U"
8349,"plants","lower dicots","Hernandiaceae","Hernandia albiflora",,"(C.T.White) Kubitzki","C",,,"U"
13625,"plants","lower dicots","Hernandiaceae","Hernandia bivalvis","cudgerie","Benth.","NT",,"Y","Q"
12394,"plants","lower dicots","Hernandiaceae","Hernandia nymphaeifolia",,"(C.Presl) Kubitzki","C",,,"U"
15810,"plants","lower dicots","Himantandraceae","Galbulimima baccata",,"F.M.Bailey","C",,,"U"
16924,"plants","higher dicots","Hugoniaceae","Hugonia jenkinsii",,"F.Muell.","C",,,"U"
29307,"plants","monocots","Hyacinthaceae","Ledebouria petiolata",,"J.C.Manning & Goldblatt",,,,"IU"
10003,"plants","monocots","Hydatellaceae","Trithuria lanterna",,"D.A.Cooke","C",,,"U"
12172,"plants","monocots","Hydrocharitaceae","Blyxa aubertii",,"Rich.","C",,,"U"
34312,"plants","monocots","Hydrocharitaceae","Blyxa echinosperma",,"(C.B.Clarke) Hook.f.","C",,,"QA"
12170,"plants","monocots","Hydrocharitaceae","Blyxa octandra",,"(Roxb.) Thwaites","C",,,"U"
12179,"plants","monocots","Hydrocharitaceae","Egeria densa","dense waterweed","Planch.",,,,"IU"
12180,"plants","monocots","Hydrocharitaceae","Enhalus acoroides",,"(L.f.) Royle","C",,,"QAI"
31032,"plants","monocots","Hydrocharitaceae","Halophila capricorni",,"Larkum","C",,,"Q"
14096,"plants","monocots","Hydrocharitaceae","Halophila decipiens",,"Ostenf.","C",,,"Q"
14097,"plants","monocots","Hydrocharitaceae","Halophila minor",,"(Zoll.) Hartog","C",,,"U"
31031,"plants","monocots","Hydrocharitaceae","Halophila ovalis",,"(R.Br.) Hook.f.","C",,,"U"
14098,"plants","monocots","Hydrocharitaceae","Halophila spinulosa",,"(R.Br.) Asch.","C",,,"U"
9848,"plants","monocots","Hydrocharitaceae","Halophila tricostata",,"M.Greenway","C",,,"U"
14509,"plants","monocots","Hydrocharitaceae","Hydrilla verticillata","hydrilla","(L.f.) Royle","C",,,"U"
12114,"plants","monocots","Hydrocharitaceae","Hydrocharis dubia","frogbit","(Blume) Backer",,,,"IU"
33953,"plants","monocots","Hydrocharitaceae","Limnobium laevigatum",,"(Humb. & Bonpl. ex Willd.) Heine",,,,"IU"
12139,"plants","monocots","Hydrocharitaceae","Ottelia alismoides",,"(L.) Pers.","C",,,"U"
34200,"plants","monocots","Hydrocharitaceae","Ottelia ovalifolia subsp. chrysobasis",,"S.W.L.Jacobs","C",,,"Q"
3021,"plants","monocots","Hydrocharitaceae","Ottelia ovalifolia subsp. ovalifolia",,"(R.Br.) Rich.","C",,,"U"
14104,"plants","monocots","Hydrocharitaceae","Thalassia hemprichii",,"(Ehrenb.) Asch.","C",,,"U"
18350,"plants","monocots","Hydrocharitaceae","Vallisneria annua",,"S.W.L.Jacobs & K.A.Frank","C",,,"U"
32236,"plants","monocots","Hydrocharitaceae","Vallisneria australis",,"S.W.L.Jacobs & Les","C",,,"U"
12098,"plants","monocots","Hydrocharitaceae","Vallisneria caulescens",,"F.M.Bailey & F.Muell. ex F.M.Bailey","C",,,"U"
32235,"plants","monocots","Hydrocharitaceae","Vallisneria erecta",,"S.W.L.Jacobs","C",,,"U"
14114,"plants","monocots","Hydrocharitaceae","Vallisneria gracilis",,"F.M.Bailey","C",,,"Q"
18351,"plants","monocots","Hydrocharitaceae","Vallisneria nana",,"R.Br.","C",,,"U"
34176,"plants","monocots","Hydrocharitaceae","Vallisneria rubra",,"(Rendle) Les & S.W.L.Jacobs","C",,,"QA"
12118,"plants","higher dicots","Hydroleaceae","Hydrolea zeylanica",,"(L.) Vahl","C",,,"U"
25070,"plants",,"Hylocomiaceae","Ctenidium pubescens",,"(Hook.f. & Wilson) Broth.","C",,,"Q"
33360,"plants","ferns","Hymenophyllaceae","Abrodictyum brassii",,"(Croxall) Ebihara & K.Iwats.","C",,,"U"
33358,"plants","ferns","Hymenophyllaceae","Abrodictyum caudatum",,"(Brack.) Ebihara & K.Iwats.","C",,,"U"
33359,"plants","ferns","Hymenophyllaceae","Abrodictyum obscurum",,"(Blume) Ebihara & K.Iwats.","C",,,"U"
12071,"plants","ferns","Hymenophyllaceae","Cephalomanes atrovirens",,"C.Presl","C",,,"U"
21854,"plants","ferns","Hymenophyllaceae","Crepidomanes aphlebioides",,"(Christ) I.M.Turner","E",,"Y","U"
14091,"plants","ferns","Hymenophyllaceae","Crepidomanes barnardianum",,"(F.M.Bailey) Tindale","C",,,"U"
15846,"plants","ferns","Hymenophyllaceae","Crepidomanes bipunctatum",,"(Poir.) Copel.","C",,,"U"
21857,"plants","ferns","Hymenophyllaceae","Crepidomanes humile",,"(G.Forst.) Bosch","C",,,"U"
14092,"plants","ferns","Hymenophyllaceae","Crepidomanes kurzii",,"(Bedd.) Tagawa & K.Iwats.","C",,,"U"
14093,"plants","ferns","Hymenophyllaceae","Crepidomanes majoriae",,"(Watts) N.A.Wakef.","V",,"Y","U"
21859,"plants","ferns","Hymenophyllaceae","Crepidomanes proliferum",,"(Blume) Bostock","C",,,"U"
